	fsa_lights_per100g	id	ingredients	instructions	nutr_per_ingredient	nutr_values_per100g	partition	quantity	title	unit	url	weight_per_ingr	category
740	"{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}"	03a049c45f	"[{'text': 'carrots, raw'}, {'text': 'water, bottled, generic'}, {'text': 'salt, table'}, {'text': 'sugars, brown'}, {'text': 'pineapple, raw, all varieties'}, {'text': 'butter, without salt'}]"	"[{'text': 'Combine carrots, water and salt in a saucepan.'}, {'text': 'Bring to boil, reduce heat to medium and cook until carrots are tender crisp, about 15 to 20 minutes.'}, {'text': 'Drain water, stir in sugar, pineapple and butter.'}]"	"[{'fat': 1.395, 'nrg': 234.0, 'pro': 5.354999999999999, 'sat': 0.21150000000000002, 'sod': 396.0, 'sug': 27.315}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 272.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 79050.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 99.0, 'pro': 0.0, 'sat': 0.0, 'sod': 9.0, 'sug': 26.19}, {'fat': 6.800000000000001, 'nrg': 2788.0, 'pro': 30.26, 'sat': 0.51, 'sod': 68.0, 'sug': 552.5}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}]"	"{'energy': 22.254598685300778, 'fat': 0.136130751809092, 'protein': 0.246747776611611, 'salt': 1.377482323371816, 'saturates': 0.054483372921615, 'sugars': 4.184492901728995}"	train	"[{'text': '4 1/2'}, {'text': '34'}, {'text': '34'}, {'text': '3'}, {'text': '34'}, {'text': '3'}]"	Aloha Carrots	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/aloha-carrots-213983	"[576.0, 8051.200000000001, 203.99999999999997, 27.0, 5610.0, 14.2]"	APPETIZER
743	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}"	03a0f7f804	"[{'text': 'blueberries, raw'}, {'text': 'syrup, maple, canadian'}, {'text': 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt'}, {'text': 'cream, whipped, cream topping, pressurized'}]"	"[{'text': 'Put frozen blueberries in a microwavable cereal bowl and heat on high for about 20-30 seconds.'}, {'text': 'Add maple syrup and grape nuts and stir to combine.'}, {'text': 'Heat in microwave 10 seconds or so, just to be sure all the berries are thawed.'}, {'text': 'Top with whipped cream.'}]"	"[{'fat': 11.27, 'nrg': 1932.0, 'pro': 25.3, 'sat': 0.9430000000000001, 'sod': 23.0, 'sug': 339.02}, {'fat': 0.0, 'nrg': 53.57142857142857, 'pro': 0.0, 'sat': 0.0, 'sod': 1.7361111111111112, 'sug': 11.889880952380953}, {'fat': 46.28, 'nrg': 2158.0, 'pro': 77.22, 'sat': 9.424999999999999, 'sod': 117.0, 'sug': 8.19}, {'fat': 186.62, 'nrg': 2156.0, 'pro': 26.88, 'sat': 116.18599999999999, 'sod': 70.0, 'sug': 67.2}]"	"{'energy': 86.2265028200961, 'fat': 3.342120242988867, 'protein': 1.771185483240199, 'salt': 0.007245439070280001, 'saturates': 1.732230352751005, 'sugars': 5.835055337325209}"	train	"[{'text': '23'}, {'text': '1'}, {'text': '13'}, {'text': '14'}]"	Quick Breakfast Blueberries	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/quick-breakfast-blueberries-209796	"[3404.0, 19.841269841269842, 3042.0, 840.0]"	BREAKFAST
751	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}"	03a4cacaa8	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'leavening agents, baking powder, double-acting, sodium aluminum sulfate'}, {'text': 'salt, table'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'butter, without salt'}, {'text': 'pork sausage, link/patty, unprepared'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'butter, without salt'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'soy sauce made from soy (tamari)'}]"	"[{'text': 'Preheat oven to 450'}, {'text': 'Put sausage on stove at a medium heat'}, {'text': 'Add dry biscuit ingredients to large bowl, stir together'}, {'text': 'Add butter and milk, stir until all mixed'}, {'text': 'Spoon biscuits onto greased cookie sheet'}, {'text': 'Bake biscuits 12-16 minutes, flipping after 6-8 minutes'}, {'text': 'Cook sausage until mostly done, chop into small pieces.'}, {'text': 'Add butter to sausage, stir til all butter melted'}, {'text': 'Sprinkle flour over sausage, stir'}, {'text': 'Slowly add milk, constaltly stiring'}, {'text': 'Add soy sauce, salt and peppr to taste'}]"	"[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 732.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.16, 'sug': 0.0}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725000000000001, 'sod': 53.5, 'sug': 6.345}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 56.245408, 'nrg': 653.17248, 'pro': 34.9039044, 'sat': 17.1684572, 'sod': 1676.02244, 'sug': 2.1092028}, {'fat': 0.3075, 'nrg': 113.75, 'pro': 3.2275, 'sat': 0.0485, 'sod': 0.5, 'sug': 0.085}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999901, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 0.0008333333333330001, 'nrg': 0.45833333333333304, 'pro': 0.078749999999999, 'sat': 8.333333333333333e-05, 'sod': 41.875, 'sug': 0.012916666666666}]"	"{'energy': 205.44956189336597, 'fat': 13.929991573703997, 'protein': 6.500222695816669, 'salt': 0.9356185000144741, 'saturates': 7.026617755312419, 'sugars': 3.069806924287591}"	train	"[{'text': '1'}, {'text': '1 1/2'}, {'text': '2'}, {'text': '1/2'}, {'text': '1/4'}, {'text': '1/2'}, {'text': '1/4'}, {'text': '1/4'}, {'text': '2'}, {'text': '1/2'}, {'text': '1/2'}, {'text': '1'}]"	Biscuits All Covered In Gravy	"[{'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'pinch'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'pound'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'dash'}]"	https://cookpad.com/us/recipes/334253-biscuits-all-covered-in-gravy	"[125.0, 6.899999999999999, 0.748799999999999, 122.0, 56.8, 226.796, 31.25, 56.8, 488.0, 3.0, 1.15, 0.75]"	BREAKFAST
752	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	03a59c6761	"[{'text': 'pomegranate juice, bottled'}, {'text': 'water, bottled, generic'}, {'text': 'lemon juice, raw'}, {'text': 'sugars, granulated'}]"	"[{'text': 'In a medium-size mixing bowl, combine pomegranate pulp, rose water, lemon juice, and sugar and chill for several hours.'}, {'text': 'Serve chilled in dessert dishes.'}]"	"[{'fat': 2.16, 'nrg': 402.0, 'pro': 1.109999999999999, 'sat': 0.5760000000000001, 'sod': 66.0, 'sug': 94.5}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.5, 'sug': 0.0}, {'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006124999999999999, 'sod': 0.125, 'sug': 0.38437499999999997}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}]"	"{'energy': 62.496104705515734, 'fat': 0.273839202243689, 'protein': 0.14498286070426902, 'salt': 0.020761919601121, 'saturates': 0.072561545652851, 'sugars': 14.960969149267687}"	train	"[{'text': '3'}, {'text': '1'}, {'text': '1'}, {'text': '2'}]"	Pomegranate Dessert	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}]"	http://allrecipes.com/recipe/pomegranate-dessert/	"[747.0, 14.8, 15.25, 25.200000000000003]"	DESSERT
759	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	03a9b17587	"[{'text': 'alcoholic beverage, distilled, vodka, 80 proof'}, {'text': 'beverages, carbonated, ginger ale'}]"	"[{'text': 'Fill pint glass or collins glass with crushed ice.'}, {'text': 'Add vanilla vodka and fill with ginger ale.'}, {'text': 'Stir gently.'}, {'text': 'The amount of ginger ale is to taste.'}, {'text': 'For a cherry cream soda, add marachino cherries.'}]"	"[{'fat': 0.0, 'nrg': 130.97469, 'pro': 0.0, 'sat': 0.0, 'sod': 0.56699, 'sug': 0.0}, {'fat': 0.0, 'nrg': 134.94362, 'pro': 0.0, 'sat': 0.0, 'sod': 27.782510000000002, 'sug': 35.323477000000004}]"	"{'energy': 58.62500000000001, 'fat': 0.0, 'protein': 0.0, 'salt': 0.015625, 'saturates': 0.0, 'sugars': 7.787500000000001}"	train	"[{'text': '2'}, {'text': '6-8'}]"	Cream Soda Cocktail	"[{'text': 'ounce'}, {'text': 'ounce'}]"	http://www.food.com/recipe/cream-soda-cocktail-469185	"[56.699, 396.893]"	DRINK
761	"{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}"	03aa5f92b8	"[{'text': 'rice, white, long-grain, regular, unenriched, cooked without salt'}, {'text': 'water, bottled, generic'}, {'text': 'onions, raw'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'honey'}, {'text': 'soup, chicken broth or bouillon, dry'}, {'text': 'raisins, seeded'}, {'text': 'spices, curry powder'}, {'text': 'salt, table'}, {'text': 'spices, cumin seed'}, {'text': 'spices, cinnamon, ground'}, {'text': 'peppers, sweet, green, raw'}]"	"[{'text': 'Bring rice and water to a boil.'}, {'text': 'Reduce heat and simmer until water is absorbed.'}, {'text': 'Saute onion for 1 minute.'}, {'text': 'Add honey and cook 2 minutes longer.'}, {'text': 'Stir in the broth raisins, curry, salt, cumin, and cinnamon.'}, {'text': 'Bring to a boil.'}, {'text': 'Reduce heat; simmer, uncovered, 5 minutes.'}, {'text': 'Stir in red bell pepper and rice until well blended and rice is heated through.'}]"	"[{'fat': 10.12, 'nrg': 4715.0, 'pro': 97.75, 'sat': 2.806, 'sod': 46.0, 'sug': 1.8399999999999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}, {'fat': 5.44, 'nrg': 2176.0, 'pro': 59.84, 'sat': 2.278, 'sod': 204.0, 'sug': 230.52}, {'fat': 6.75, 'nrg': 59.5, 'pro': 0.0, 'sat': 0.932, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 32.21875, 'pro': 0.031875, 'sat': 0.0, 'sod': 0.4375, 'sug': 8.6996875}, {'fat': 456.9600000000001, 'nrg': 8160.0, 'pro': 538.5600000000001, 'sat': 112.608, 'sod': 780096.0, 'sug': 571.1999999999999}, {'fat': 12.46, 'nrg': 6832.0, 'pro': 58.24, 'sat': 4.116, 'sod': 644.0, 'sug': 0.0}, {'fat': 0.28, 'nrg': 6.0, 'pro': 0.29, 'sat': 0.033, 'sod': 1.0, 'sug': 0.059999999999999006}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 6.579999999999999, 'nrg': 111.99999999999999, 'pro': 5.18, 'sat': 0.447999999999999, 'sod': 55.99999999999999, 'sug': 0.7000000000000001}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.125999999999999, 'sod': 0.0, 'sug': 0.84}, {'fat': 3.5, 'nrg': 420.0, 'pro': 17.92, 'sat': 1.204, 'sod': 56.0, 'sug': 50.120000000000005}]"	"{'energy': 131.38281229843201, 'fat': 2.9217152162008073, 'protein': 4.530527137433804, 'salt': 11.827092228065133, 'saturates': 0.724169771532957, 'sugars': 5.023387792197504}"	train	"[{'text': '23'}, {'text': '1 1/4'}, {'text': '34'}, {'text': '1 1/2'}, {'text': '1 1/2'}, {'text': '34'}, {'text': '14'}, {'text': '1'}, {'text': '14'}, {'text': '14'}, {'text': '14'}, {'text': '14'}]"	Spiced Rice	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}]"	http://www.food.com/recipe/spiced-rice-369538	"[3634.0, 296.0, 5440.0, 6.75, 10.59375, 3264.0, 2310.0, 2.0, 83.99999999999999, 29.4, 36.4, 2086.0]"	APPETIZER
763	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}"	03ad0d5e04	"[{'text': 'bacon, meatless'}, {'text': 'beef, grass-fed, ground, raw'}, {'text': 'cheese, cheddar'}, {'text': 'onions, raw'}, {'text': 'la flor, steak seasoning, upc: 077636022157'}]"	"[{'text': 'Cook bacon in a skillet over medium heat until crisp.'}, {'text': 'Then remove it from the skillet and set aside to drain on paper towels.'}, {'text': 'When cool enough to handle, chop into pieces (0.5 to 1 in size).'}, {'text': 'In a very large bowl mix all ingredients together with your hands, just until relatively uniform.'}, {'text': 'Do not overwork the meat.'}, {'text': 'Form into 1/3 pound balls and use a hamburger press to make patties of desired thickness.'}, {'text': 'Heat your grill to medium high heat.'}, {'text': 'When grill is hot put the patties on.'}, {'text': 'Grill burgers, flipping occasionally.'}, {'text': 'We prefer ours medium rare, and it usually takes less than 10 minutes total cook time.'}, {'text': 'But the cook time will vary depending on your grill and preference for done-ness.'}, {'text': 'Note: This recipe utilizes a club pack of ground beef because I like to make a bunch at once and freeze them.'}, {'text': 'To freeze, arrange the un-cooked patties in a single layer on a waxed-paper lined cookie sheet and place in the freezer until hard.'}, {'text': 'Then transfer to freezer bags or vacuum-sealed bags.'}, {'text': 'If you try to vacuum seal the raw meat, the patties will not retain their shape.'}, {'text': 'I use a food scale to weigh out uniform portions and usually get 20-24 burgers depending on how much meat is in the club pack (usually 6-7 pounds).'}]"	"[{'fat': 133.90035840000002, 'nrg': 1401.59928, 'pro': 53.024904799999995, 'sat': 20.96502224, 'sod': 6645.1228, 'sug': 0.0}, {'fat': 375.3247004, 'nrg': 5837.72904, 'pro': 572.5691816, 'sat': 157.2943658, 'sod': 2004.8766400000002, 'sug': 0.0}, {'fat': 175.88, 'nrg': 2132.0, 'pro': 120.76, 'sat': 99.616, 'sod': 3448.0, 'sug': 2.52}, {'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4080.0, 'sug': 0.0}]"	"{'energy': 235.0392925281802, 'fat': 17.154615712804897, 'protein': 18.69817990255237, 'salt': 1.012753035849311, 'saturates': 6.957844585547104, 'sugars': 0.105534885351307}"	train	"[{'text': '1'}, {'text': '6 1/2'}, {'text': '4'}, {'text': '1/4'}, {'text': '2'}]"	Maple Bacon Cheddar Burgers	"[{'text': 'pound'}, {'text': 'pound'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}]"	http://tastykitchen.com/recipes/main-courses/maple-bacon-cheddar-burgers/	"[453.592, 2948.348, 528.0, 40.0, 24.0]"	DINNER
765	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	03afb73950	"[{'text': 'strawberries, raw'}, {'text': 'blueberries, raw'}, {'text': 'raspberries, raw'}, {'text': 'raspberries, raw'}, {'text': 'milk, buttermilk, fluid, cultured, lowfat'}, {'text': 'cream, whipped, cream topping, pressurized'}, {'text': 'sugars, granulated'}]"	"[{'text': 'Place frozen strawberries, half a cup milk and 1 tablespoon sugar in a blender or food processor and process for 1 minute, until smooth and creamy.'}, {'text': 'Pour the first layer into chilled tall glasses.'}, {'text': 'Place frozen blueberries, half a cup milk and 1 tablespoon sugar in the blender and process.'}, {'text': 'Pour the second layer into glasses.'}, {'text': 'Place frozen raspberries, half a cup milk and 1 tablespoon sugar in the blender and process.'}, {'text': 'Pour the third layer into glasses.'}, {'text': 'Decorate the glasses with fresh raspberries and serve immediately.'}]"	"[{'fat': 0.23, 'nrg': 24.5, 'pro': 0.51, 'sat': 0.0115, 'sod': 1.0, 'sug': 3.715}, {'fat': 0.245, 'nrg': 42.0, 'pro': 0.55, 'sat': 0.0205, 'sod': 0.5, 'sug': 7.37}, {'fat': 0.4, 'nrg': 32.0, 'pro': 0.74, 'sat': 0.0115, 'sod': 0.5, 'sug': 2.7199999999999998}, {'fat': 0.4, 'nrg': 32.0, 'pro': 0.74, 'sat': 0.0115, 'sod': 0.5, 'sug': 2.7199999999999998}, {'fat': 3.24, 'nrg': 147.0, 'pro': 12.165, 'sat': 2.0145, 'sod': 699.0, 'sug': 17.61}, {'fat': 1.66625, 'nrg': 19.25, 'pro': 0.24, 'sat': 1.037375, 'sod': 0.625, 'sug': 0.6000000000000001}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}]"	"{'energy': 64.26800816564597, 'fat': 0.9013196267133271, 'protein': 2.179206765820938, 'salt': 0.25595107903178704, 'saturates': 0.45302930883639503, 'sugars': 10.563575386410033}"	train	"[{'text': '1/2'}, {'text': '1/2'}, {'text': '1/2'}, {'text': '1/2'}, {'text': '1 1/2'}, {'text': '2'}, {'text': '3'}]"	Three Berry Smoothie	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}]"	https://recipeland.com/recipe/v/three-berry-smoothie-49124	"[76.0, 74.0, 61.5, 61.5, 367.5, 7.5, 37.800000000000004]"	BREAKFAST
766	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'orange'}"	03b093bfb5	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'leavening agents, baking powder, double-acting, sodium aluminum sulfate'}, {'text': 'salt, table'}, {'text': 'leavening agents, baking soda'}, {'text': 'spices, cinnamon, ground'}, {'text': 'spices, nutmeg, ground'}, {'text': 'sugars, granulated'}, {'text': 'butter, without salt'}, {'text': 'blueberries, raw'}, {'text': 'milk, buttermilk, fluid, cultured, lowfat'}, {'text': 'sugars, granulated'}]"	"[{'text': 'Preheat oven to 425 degrees F (220 degrees C).'}, {'text': 'Line a baking sheet with silicone mat or parchment paper.'}, {'text': 'Whisk together flour, baking powder, salt, baking soda, cinnamon, and nutmeg in a mixing bowl.'}, {'text': 'Mix in sugar.'}, {'text': 'Grate frozen butter into dry mixture with a cheese grater, tossing occasionally to prevent butter pieces from clumping together.'}, {'text': 'Mixture should resemble coarse crumbs.'}, {'text': 'If necessary, rub mixture between your fingers to break it down a bit more.'}, {'text': 'Add blueberries and toss to distribute evenly.'}, {'text': 'Stir buttermilk into dry mixture and stir just until dough is moistened.'}, {'text': 'Turn the dough out onto a lightly floured surface and knead briefly, for 5 or 6 turns.'}, {'text': 'Pat or roll the dough out into a 1 1/2-inch thick rectangle.'}, {'text': 'Cut dough into 4 equal rectangles.'}, {'text': 'Cut each small rectangle diagonally into triangles.'}, {'text': 'Transfer scones onto prepared baking sheet.'}, {'text': 'Brush tops with buttermilk, and sprinkle with a pinch of demerara sugar.'}, {'text': 'Bake scones in preheated oven until they are well browned and blueberry juices are bubbling through surface, about 25 minutes.'}, {'text': 'Let cool before serving.'}]"	"[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 732.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1743.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 314.75, 'sug': 0.0}, {'fat': 0.0037499999999990002, 'nrg': 0.75, 'pro': 0.0125, 'sat': 0.001125, 'sod': 0.0, 'sug': 0.0074999999999990005}, {'fat': 0.1, 'nrg': 1.5, 'pro': 0.01625, 'sat': 0.071375, 'sod': 0.0, 'sug': 0.00875}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.49, 'nrg': 84.0, 'pro': 1.1, 'sat': 0.041, 'sod': 1.0, 'sug': 14.74}, {'fat': 1.62, 'nrg': 73.5, 'pro': 6.0825, 'sat': 1.00725, 'sod': 349.5, 'sug': 8.805}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}]"	"{'energy': 271.1410760265619, 'fat': 13.12288250440439, 'protein': 4.606484618511993, 'salt': 1.070944572435289, 'saturates': 7.9767922482721225, 'sugars': 7.270802276731264}"	val	"[{'text': '2'}, {'text': '1 1/2'}, {'text': '3/4'}, {'text': '1/4'}, {'text': '1/8'}, {'text': '1/8'}, {'text': '2'}, {'text': '1/2'}, {'text': '1'}, {'text': '3/4'}, {'text': '1'}]"	Whole-Grain Blueberry Scones	"[{'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://allrecipes.com/recipe/whole-grain-blueberry-scones/	"[250.0, 6.899999999999999, 4.5, 1.15, 0.325, 0.275, 25.200000000000003, 113.6, 148.0, 183.75, 4.2]"	BREAKFAST
769	"{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}"	03b31caa6c	"[{'text': 'pork, fresh, loin, tenderloin, separable lean only, raw'}, {'text': 'vinegar, distilled'}, {'text': 'soy sauce made from soy (tamari)'}, {'text': 'spices, garlic powder'}, {'text': 'spices, pepper, black'}, {'text': 'spices, pepper, red or cayenne'}]"	"[{'text': 'Cut the pork into 1/2 inch thick medallions.'}, {'text': 'You should have about 12 slices.'}, {'text': 'Mix together the vinegar, soy sauce, garlic and pepper.'}, {'text': 'Add the pork slices and let marinade 4 to 5 hours (or overnight) in the refrigerator, turning occasionally.'}, {'text': 'Preheat the broiler.'}, {'text': 'Broil the medallions 7 minutes on each side about 4 inces from the flame.'}, {'text': '(These are also delicious on a grill; cook over a medium fire 5 minutes on each side, then 10 minutes covered.'}, {'text': ').'}, {'text': 'While the pork is cooking, bring the marinade to a boil in a small saucepan, add the hot pepper flakes, then reduce by one quarter.'}, {'text': 'Strain and serve as a dipping sauce with the meat.'}]"	"[{'fat': 19.6858928, 'nrg': 988.83056, 'pro': 190.055048, 'sat': 6.332144319999999, 'sod': 480.80752, 'sug': 0.0}, {'fat': 0.0, 'nrg': 1632.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 5.44}, {'fat': 3.84, 'nrg': 2112.0, 'pro': 362.88, 'sat': 0.384, 'sod': 192960.0, 'sug': 59.519999999999996}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999902, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.31, 'nrg': 6.0, 'pro': 0.22, 'sat': 0.059000000000000004, 'sod': 1.0, 'sug': 0.189999999999999}]"	"{'energy': 38.46484981288052, 'fat': 0.192338178554285, 'protein': 4.454675265164652, 'salt': 3.8717138716264623, 'saturates': 0.054878542213239005, 'sugars': 0.5254779976502391}"	train	"[{'text': '2'}, {'text': '34'}, {'text': '12'}, {'text': '2'}, {'text': '1'}, {'text': '1'}]"	Philippine Grilled Pork Tenderloin	"[{'text': 'pound'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/philippine-grilled-pork-tenderloin-322306	"[907.184, 8105.6, 3456.0, 18.6, 2.3, 1.8]"	DINNER
772	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	03b5518d75	"[{'text': 'sugars, granulated'}, {'text': 'water, bottled, generic'}, {'text': 'water, bottled, generic'}, {'text': 'papayas, raw'}, {'text': 'lemon juice, raw'}]"	"[{'text': 'Combine sugar and boiling water, stirring until sugar dissolves.'}, {'text': 'Let cool slightly.'}, {'text': 'Place sugar syrup, 2 cups cold water, papaya, and lemon juice in blender; process until mixture is smooth.'}, {'text': 'Stir in remaining 1 1/2 cups cold water.'}, {'text': 'Serve over ice.'}, {'text': 'Enjoy!'}]"	"[{'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 28.0, 'sug': 0.0}, {'fat': 1.1400000000000001, 'nrg': 186.0, 'pro': 2.04, 'sat': 0.35100000000000003, 'sod': 36.0, 'sug': 34.019999999999996}, {'fat': 0.59, 'nrg': 54.0, 'pro': 0.85, 'sat': 0.098, 'sod': 2.0, 'sug': 6.15}]"	"{'energy': 51.793238105025175, 'fat': 0.088891172541362, 'protein': 0.148494502106669, 'salt': 0.009505703422053001, 'saturates': 0.023070599116226, 'sugars': 12.398006371390403}"	val	"[{'text': '1'}, {'text': '1'}, {'text': '3 1/2'}, {'text': '3'}, {'text': '1'}]"	Papaya Lemonade	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/papaya-lemonade-107872	"[201.60000000000002, 236.8, 828.8000000000001, 435.0, 244.0]"	DRINK
